person_id,household_id,person_role_in_household,誕生年月日,収入,性別
2588,3588,親,1995-01-01,2689200,女性
2589,4039,親,1994-01-01,2800100,女性
2590,3274,親,1994-01-01,3591600,女性
2591,1642,親,1994-01-01,1827500,女性
2592,3013,親,1994-01-01,3092200,女性
2593,4052,親,1994-01-01,5625000,女性
2594,1775,親,1994-01-01,2987900,女性
2595,3837,親,1994-01-01,4315600,女性
2596,4087,親,1994-01-01,3372000,女性
2597,1045,親,1994-01-01,5865200,女性
2598,3663,親,1994-01-01,2534700,女性
2599,4044,親,1994-01-01,3012200,女性
2600,3677,親,1994-01-01,2451300,女性
2601,2948,親,1994-01-01,5090900,女性
2602,2654,親,1994-01-01,2742800,女性
2603,1755,親,1994-01-01,3535000,女性
2604,4084,親,1994-01-01,3696900,女性
2605,4593,親,1994-01-01,3229300,女性
2606,3891,親,1994-01-01,2272400,女性
2607,4378,親,1994-01-01,4514600,女性
2608,4194,親,1994-01-01,2437000,女性
2609,3635,親,1994-01-01,3741000,女性
2610,4242,親,1994-01-01,3899200,女性
2611,3181,親,1994-01-01,3090500,女性
2612,3355,親,1994-01-01,3588000,女性
2613,3994,親,1994-01-01,4028300,女性
2614,2955,親,1994-01-01,6541600,女性
2615,4399,親,1994-01-01,4938800,女性
2616,3021,親,1994-01-01,4055300,女性
2617,3600,親,1994-01-01,3959800,女性
2618,2608,親,1994-01-01,4386700,女性
2619,3295,親,1994-01-01,4203500,女性
2620,3154,親,1994-01-01,4129800,女性
2621,3175,親,1994-01-01,5345500,女性
2622,3627,親,1994-01-01,2705800,女性
2623,3834,親,1994-01-01,4585100,女性
2624,1743,親,1993-01-01,3669400,女性
2625,2636,親,1993-01-01,4218100,女性
2626,4464,親,1993-01-01,4823800,女性
2627,3159,親,1993-01-01,4794200,女性
2628,4604,親,1993-01-01,4132800,女性
2629,3545,親,1993-01-01,4387500,女性
2630,4017,親,1993-01-01,3627000,女性
2631,2691,親,1993-01-01,3883100,女性
2632,912,親,1993-01-01,2849200,女性
2633,3695,親,1993-01-01,2338100,女性
2634,3124,親,1993-01-01,3629400,女性
2635,2599,親,1993-01-01,2941800,女性
2636,2687,親,1993-01-01,3201800,女性
2637,3055,親,1993-01-01,3330400,女性
2638,1526,親,1993-01-01,2825100,女性
2639,2766,親,1993-01-01,4705100,女性
2640,3326,親,1993-01-01,3536700,女性
2641,3130,親,1993-01-01,4846400,女性
2642,1513,親,1993-01-01,2851300,女性
2643,3173,親,1993-01-01,5671000,女性
2644,1333,親,1993-01-01,3950100,女性
2645,3168,親,1993-01-01,4483700,女性
2646,3339,親,1993-01-01,2836000,女性
2647,3347,親,1993-01-01,3158500,女性
2648,1747,親,1993-01-01,2896300,女性
2649,3680,親,1993-01-01,3315900,女性
2650,1268,親,1993-01-01,3499000,女性
2651,1576,親,1993-01-01,3720700,女性
2652,3703,親,1993-01-01,4955300,女性
2653,3209,親,1993-01-01,3545600,女性
2654,4610,親,1993-01-01,4573600,女性
2655,991,親,1993-01-01,2536900,女性
2656,3228,親,1993-01-01,5202600,女性
2657,1512,親,1993-01-01,3880700,女性
2658,3322,親,1993-01-01,2167400,女性
2659,3539,親,1993-01-01,2069800,女性
2660,1384,親,1993-01-01,2391900,女性
2661,2932,親,1993-01-01,3217100,女性
2662,2679,親,1993-01-01,3990200,女性
2663,2851,親,1992-01-01,2415600,女性
2664,4554,親,1992-01-01,4391500,女性
2665,4147,親,1992-01-01,3869300,女性
2666,4555,親,1992-01-01,3202300,女性
2667,3658,親,1992-01-01,3435700,女性
2668,2626,親,1992-01-01,3743400,女性
2669,3391,親,1992-01-01,4151000,女性
2670,3298,親,1992-01-01,3003200,女性
2671,2937,親,1992-01-01,3843400,女性
2672,1658,親,1992-01-01,2524100,女性
2673,2958,親,1992-01-01,5057500,女性
2674,3277,親,1992-01-01,3723100,女性
2675,2602,親,1992-01-01,3712500,女性
2676,3468,親,1992-01-01,2883900,女性
2677,2962,親,1992-01-01,5016900,女性
2678,3824,親,1992-01-01,4178700,女性
2679,2857,親,1992-01-01,4614600,女性
2680,3565,親,1992-01-01,3621600,女性
2681,3683,親,1992-01-01,2427900,女性
2682,3499,親,1992-01-01,3495500,女性
2683,3373,親,1992-01-01,3568400,女性
2684,1741,親,1992-01-01,4202300,女性
2685,4172,親,1992-01-01,3571800,女性
2686,3616,親,1992-01-01,6146200,女性
2687,3272,親,1992-01-01,4171000,女性
2688,3312,親,1992-01-01,4291300,女性
2689,3234,親,1992-01-01,4262400,女性
2690,3906,親,1992-01-01,2773700,女性
2691,2947,親,1992-01-01,2505700,女性
2692,1616,親,1992-01-01,3281200,女性
2693,4511,親,1992-01-01,3425700,女性
2694,1675,親,1992-01-01,3270100,女性
2695,3412,親,1992-01-01,2165700,女性
2696,2901,親,1991-01-01,4530800,女性
2697,3086,親,1991-01-01,3100500,女性
2698,3838,親,1991-01-01,3541100,女性
2699,2772,親,1991-01-01,4355500,女性
2700,4340,親,1991-01-01,3634800,女性
2701,1386,親,1991-01-01,2980100,女性
2702,3505,親,1991-01-01,3328300,女性
2703,2737,親,1991-01-01,5404200,女性
2704,4454,親,1991-01-01,2488500,女性
2705,1414,親,1991-01-01,4064700,女性
2706,3971,親,1991-01-01,6098800,女性
2707,4636,親,1991-01-01,2841300,女性
2708,3146,親,1991-01-01,3342000,女性
2709,2642,親,1991-01-01,4924200,女性
2710,4472,親,1991-01-01,2113500,女性
2711,1127,親,1991-01-01,4979600,女性
2712,2607,親,1991-01-01,3377400,女性
2713,1160,親,1991-01-01,3314100,女性
2714,4233,親,1991-01-01,3454600,女性
2715,3509,親,1991-01-01,3176000,女性
2716,2789,親,1991-01-01,3570400,女性
2717,3239,親,1991-01-01,4083600,女性
2718,937,親,1991-01-01,4330000,女性
2719,4079,親,1991-01-01,4406800,女性
2720,3784,親,1991-01-01,4063600,女性
2721,3597,親,1991-01-01,3332000,女性
2722,2663,親,1991-01-01,3156700,女性
2723,3111,親,1991-01-01,2877500,女性
2724,3250,親,1991-01-01,3780200,女性
2725,3590,親,1991-01-01,3286600,女性
2726,3152,親,1991-01-01,4113700,女性
2727,2982,親,1991-01-01,4372600,女性
2728,1097,親,1991-01-01,3189500,女性
2729,3218,親,1991-01-01,3027400,女性
2730,4617,親,1991-01-01,2521900,女性
2731,2890,親,1991-01-01,2386400,女性
2732,4239,親,1991-01-01,3473100,女性
2733,1705,親,1991-01-01,3610400,女性
2734,4625,親,1991-01-01,3342400,女性
2735,2728,親,1991-01-01,2657700,女性
2736,3813,親,1991-01-01,2856800,女性
2737,3681,親,1990-01-01,3820100,女性
2738,3699,親,1990-01-01,4690900,女性
2739,3730,親,1990-01-01,3205100,女性
2740,3249,親,1990-01-01,3074800,女性
2741,2678,親,1990-01-01,2988400,女性
2742,1627,親,1990-01-01,3876100,女性
2743,3691,親,1990-01-01,3438000,女性
2744,3692,親,1990-01-01,4153500,女性
2745,1379,親,1990-01-01,3116900,女性
2746,1282,親,1990-01-01,6430600,女性
2747,2768,親,1990-01-01,3259900,女性
2748,1481,親,1990-01-01,2555600,女性
2749,2816,親,1990-01-01,3198900,女性
2750,3514,親,1990-01-01,2672000,女性
2751,3618,親,1990-01-01,2162800,女性
2752,1050,親,1990-01-01,2931600,女性
2753,1132,親,1990-01-01,3473100,女性
2754,3415,親,1990-01-01,2731700,女性
2755,1494,親,1990-01-01,3403600,女性
2756,2722,親,1990-01-01,3135500,女性
2757,3335,親,1990-01-01,3649600,女性
2758,4165,親,1990-01-01,3626800,女性
2759,1140,親,1990-01-01,2941000,女性
2760,2870,親,1990-01-01,2814700,女性
2761,2703,親,1990-01-01,3084900,女性
2762,3770,親,1990-01-01,2990800,女性
2763,3279,親,1990-01-01,3162800,女性
2764,4435,親,1990-01-01,2519500,女性
2765,2777,親,1990-01-01,4965900,女性
2766,4626,親,1990-01-01,4529200,女性
2767,1380,親,1990-01-01,3199700,女性
2768,3696,親,1990-01-01,2865600,女性
2769,3466,親,1990-01-01,4089100,女性
2770,3589,親,1990-01-01,4630600,女性
2771,4382,親,1990-01-01,3522700,女性
2772,3591,親,1990-01-01,3663500,女性
2773,3484,親,1990-01-01,4552700,女性
2774,3508,親,1990-01-01,4228700,男性
2775,4173,親,1990-01-01,3943200,男性
2776,3926,親,1990-01-01,8137400,男性
2777,3484,親,1990-01-01,3193800,男性
2778,4241,親,1990-01-01,3780000,男性
2779,1329,親,1990-01-01,4957200,男性
2780,3670,親,1990-01-01,5972100,男性
2781,3189,親,1990-01-01,10570900,男性
2782,1656,親,1990-01-01,5484700,男性
2783,2959,親,1990-01-01,6075500,男性
2784,949,親,1990-01-01,6429100,男性
2785,1663,親,1990-01-01,5191800,男性
2786,3564,親,1990-01-01,4408800,男性
2787,3446,親,1990-01-01,7084900,男性
2788,4624,親,1990-01-01,3669000,男性
2789,3168,親,1990-01-01,5084800,男性
2790,947,親,1990-01-01,5918900,男性
2791,3667,親,1990-01-01,5969100,男性
2792,3257,親,1990-01-01,4994100,男性
2793,2718,親,1990-01-01,4892200,男性
2794,2824,親,1990-01-01,5814600,男性
2795,4058,親,1990-01-01,5508800,男性
2796,3598,親,1990-01-01,3979900,男性
2797,3947,親,1990-01-01,5196900,男性
2798,1670,親,1990-01-01,6738300,男性
2799,856,親,1990-01-01,4047200,男性
2800,4631,親,1990-01-01,6250700,男性
2801,3684,親,1990-01-01,5751700,男性
2802,3739,親,1990-01-01,3488300,男性
2803,3503,親,1990-01-01,6129200,男性
2804,3071,親,1990-01-01,8902900,男性
2805,3063,親,1989-01-01,4411500,男性
2806,3156,親,1989-01-01,4708800,男性
2807,3109,親,1989-01-01,6527100,男性
2808,3376,親,1989-01-01,8693800,男性
2809,4230,親,1989-01-01,5538200,男性
2810,3641,親,1989-01-01,4114300,男性
2811,3778,親,1989-01-01,6292000,男性
2812,1641,親,1989-01-01,4997000,男性
2813,2989,親,1989-01-01,5244600,男性
2814,3713,親,1989-01-01,6125600,男性
2815,3490,親,1989-01-01,7572400,男性
2816,3254,親,1989-01-01,6284200,男性
2817,1477,親,1989-01-01,4821900,男性
2818,4332,親,1989-01-01,6424800,男性
2819,2763,親,1989-01-01,6098200,男性
2820,4247,親,1989-01-01,7685200,男性
2821,3015,親,1989-01-01,5673000,男性
2822,3349,親,1989-01-01,5216500,男性
2823,3085,親,1989-01-01,4573800,男性
2824,3526,親,1989-01-01,5741900,男性
2825,1527,親,1989-01-01,5403900,男性
2826,3509,親,1989-01-01,6414300,男性
2827,2644,親,1989-01-01,4520200,男性
2828,3288,親,1989-01-01,4696500,男性
2829,1704,親,1989-01-01,5242100,男性
2830,3507,親,1989-01-01,5471200,男性
2831,4078,親,1989-01-01,8786500,男性
2832,3416,親,1989-01-01,3308300,男性
2833,3653,親,1989-01-01,5278300,男性
2834,1757,親,1989-01-01,5920900,男性
2835,1081,親,1989-01-01,6197600,男性
2836,4170,親,1989-01-01,5529100,男性
2837,1364,親,1989-01-01,5712000,男性
2838,2851,親,1989-01-01,5065400,男性
2839,1652,親,1989-01-01,4544900,男性
2840,4397,親,1989-01-01,6232000,男性
2841,1718,親,1988-01-01,4203000,男性
2842,3131,親,1988-01-01,4759800,男性
2843,3487,親,1988-01-01,6160400,男性
2844,2665,親,1988-01-01,5567800,男性
2845,3451,親,1988-01-01,5036900,男性
2846,889,親,1988-01-01,5064700,男性
2847,2843,親,1988-01-01,4098500,男性
2848,1628,親,1988-01-01,7398700,男性
2849,3112,親,1988-01-01,6018000,男性
2850,4485,親,1988-01-01,6726000,男性
2851,4563,親,1988-01-01,4999100,男性
2852,3454,親,1988-01-01,5534300,男性
2853,1751,親,1988-01-01,7938000,男性
2854,1178,親,1988-01-01,5175900,男性
2855,3030,親,1988-01-01,7223800,男性
2856,3396,親,1988-01-01,3524900,男性
2857,3756,親,1988-01-01,6464900,男性
2858,3225,親,1988-01-01,3885100,男性
2859,2909,親,1988-01-01,6550900,男性
2860,1130,親,1988-01-01,5402400,男性
2861,3695,親,1988-01-01,6020000,男性
2862,2966,親,1988-01-01,4773700,男性
2863,3429,親,1988-01-01,9093500,男性
2864,3647,親,1988-01-01,4488400,男性
2865,2844,親,1988-01-01,6396600,男性
2866,1452,親,1988-01-01,3750300,男性
2867,2951,親,1988-01-01,4986900,男性
2868,3335,親,1988-01-01,6829400,男性
2869,4380,親,1988-01-01,6411600,男性
2870,3420,親,1988-01-01,7453300,男性
2871,3295,親,1988-01-01,5481500,男性
2872,3951,親,1988-01-01,7892200,男性
2873,4105,親,1988-01-01,5668100,男性
2874,1263,親,1988-01-01,5993600,男性
2875,3803,親,1988-01-01,6046300,男性
2876,1574,親,1988-01-01,4414100,男性
2877,3580,親,1988-01-01,5245600,男性
2878,1325,親,1988-01-01,3753800,男性
2879,936,親,1988-01-01,6424400,男性
2880,4520,親,1987-01-01,3410400,男性
2881,3584,親,1987-01-01,4680600,男性
2882,3441,親,1987-01-01,5148000,男性
2883,2605,親,1987-01-01,3699700,男性
2884,1054,親,1987-01-01,6841600,男性
2885,4608,親,1987-01-01,5030400,男性
2886,3712,親,1987-01-01,3476000,男性
2887,3280,親,1987-01-01,4691500,男性
2888,3142,親,1987-01-01,9283300,男性
2889,2921,親,1987-01-01,4675100,男性
2890,2980,親,1987-01-01,3874200,男性
2891,3090,親,1987-01-01,4922600,男性
2892,4160,親,1987-01-01,3956300,男性
2893,1479,親,1987-01-01,6730600,男性
2894,3920,親,1987-01-01,7727200,男性
2895,3618,親,1987-01-01,5309300,男性
2896,3317,親,1987-01-01,3952200,男性
2897,4553,親,1987-01-01,5294000,男性
2898,3579,親,1987-01-01,5226000,男性
2899,1490,親,1987-01-01,6038100,男性
2900,4504,親,1987-01-01,5924100,男性
2901,4364,親,1987-01-01,5813000,男性
2902,3252,親,1987-01-01,6240600,男性
2903,3160,親,1987-01-01,4876000,男性
2904,3660,親,1987-01-01,5988700,男性
2905,3650,親,1987-01-01,4730300,男性
2906,3247,親,1987-01-01,3419700,男性
2907,3665,親,1987-01-01,5874300,男性
2908,4390,親,1987-01-01,5924200,男性
2909,3387,親,1987-01-01,6609100,男性
2910,3481,親,1987-01-01,5723300,男性
2911,1719,親,1987-01-01,7510400,男性
2912,3102,親,1986-01-01,5470400,男性
2913,3146,親,1986-01-01,4053800,男性
2914,954,親,1986-01-01,5566100,男性
2915,3302,親,1986-01-01,4676400,男性
2916,1370,親,1986-01-01,5430200,男性
2917,2990,親,1986-01-01,6750500,男性
2918,3910,親,1986-01-01,7471600,男性
2919,4231,親,1986-01-01,4930700,男性
2920,2761,親,1986-01-01,6699400,男性
2921,1373,親,1986-01-01,4995900,男性
2922,3550,親,1986-01-01,9999400,男性
2923,4211,親,1986-01-01,6754900,男性
2924,1483,親,1986-01-01,6008300,男性
2925,1346,親,1986-01-01,9125000,男性
2926,1048,親,1986-01-01,7026700,男性
2927,2978,親,1986-01-01,5562200,男性
2928,4589,親,1986-01-01,7281400,男性
2929,2629,親,1986-01-01,4218000,男性
2930,3984,親,1986-01-01,5857100,男性
2931,2935,親,1986-01-01,6774600,男性
2932,1199,親,1986-01-01,4492900,男性
2933,3677,親,1986-01-01,7025300,男性
2934,2793,親,1986-01-01,5367700,男性
2935,3330,親,1986-01-01,7113300,男性
2936,4008,親,1986-01-01,5447700,男性
2937,1166,親,1986-01-01,5538200,男性
2938,867,親,1986-01-01,6156200,男性
2939,4387,親,1986-01-01,7166400,男性
2940,3690,親,1986-01-01,7379500,男性
2941,3447,親,1986-01-01,5779000,男性
2942,2627,親,1986-01-01,6271800,男性
2943,975,親,1986-01-01,7678800,男性
2944,4597,親,1986-01-01,7114300,男性
2945,2729,親,1986-01-01,6895400,男性
2946,3630,親,1986-01-01,7825100,男性
2947,1444,親,1985-01-01,6682500,男性
2948,2753,親,1985-01-01,5025300,男性
2949,2661,親,1985-01-01,7345300,男性
2950,3323,親,1985-01-01,5685400,男性
2951,873,親,1985-01-01,5030700,男性
2952,3008,親,1985-01-01,6344600,男性
2953,3534,親,1985-01-01,5249600,男性
2954,2968,親,1985-01-01,5310400,男性
2955,4157,親,1985-01-01,4246200,男性
2956,4159,親,1985-01-01,4514300,男性
2957,1330,親,1985-01-01,6278400,男性
2958,2631,親,1985-01-01,5535000,男性
2959,2961,親,1985-01-01,5285200,男性
2960,3320,親,1985-01-01,5763500,男性
2961,4442,親,1985-01-01,4673000,男性
2962,2910,親,1985-01-01,4244800,男性
2963,4600,親,1985-01-01,6977100,男性
2964,3203,親,1985-01-01,6203600,男性
2965,1172,親,1985-01-01,5216500,男性
2966,1767,親,1985-01-01,5315700,男性
2967,3305,親,1985-01-01,6628400,男性
2968,3594,親,1985-01-01,6066900,男性
2969,1093,親,1985-01-01,4957100,男性
2970,4100,親,1985-01-01,11000500,男性
2971,4030,親,1985-01-01,5951100,男性
2972,3374,親,1985-01-01,6841900,男性
2973,4067,親,1985-01-01,3717500,男性
2974,2977,親,1985-01-01,4852400,男性
2975,4151,親,1985-01-01,4322800,男性
2976,3407,親,1985-01-01,6397400,男性
2977,3129,親,1985-01-01,4663300,男性
2978,3211,親,1985-01-01,5949700,男性
2979,3383,親,1985-01-01,3481200,男性
2980,3348,親,1985-01-01,4874000,男性
2981,4045,親,1985-01-01,6960800,男性
2982,3802,親,1985-01-01,6542100,男性
2983,1136,親,1985-01-01,6145800,男性
2984,2790,親,1985-01-01,8784400,男性
2985,3121,親,1985-01-01,5502000,男性
2986,1192,親,1985-01-01,4957400,男性
2987,2945,親,1985-01-01,5940500,男性
2988,4284,親,1990-01-01,4949100,女性
2989,3549,親,1990-01-01,2787400,女性
2990,3748,親,1990-01-01,3646700,女性
2991,3106,親,1990-01-01,3334200,女性
2992,3395,親,1990-01-01,4703100,女性
2993,3449,親,1990-01-01,2967600,女性
2994,4178,親,1990-01-01,3553600,女性
2995,3675,親,1990-01-01,3063100,女性
2996,1730,親,1990-01-01,3189500,女性
2997,3620,親,1990-01-01,3385500,女性
2998,976,親,1990-01-01,4875000,女性
2999,2990,親,1990-01-01,4028400,女性
3000,3224,親,1990-01-01,3120200,女性
3001,3537,親,1990-01-01,5494300,女性
3002,3915,親,1990-01-01,3067300,女性
3003,3941,親,1990-01-01,3538400,女性
3004,4130,親,1990-01-01,3091400,女性
3005,3706,親,1990-01-01,2817400,女性
3006,3303,親,1990-01-01,3193900,女性
3007,2847,親,1990-01-01,2196000,女性
3008,3388,親,1990-01-01,3044200,女性
3009,4302,親,1990-01-01,3278400,女性
3010,1347,親,1990-01-01,3165400,女性
3011,874,親,1990-01-01,4180600,女性
3012,4363,親,1990-01-01,3871000,女性
3013,4330,親,1990-01-01,3191600,女性
3014,1358,親,1990-01-01,3856600,女性
3015,1100,親,1990-01-01,2570200,女性
3016,1632,親,1990-01-01,3772800,女性
3017,1408,親,1990-01-01,3748900,女性
3018,3235,親,1990-01-01,5338500,女性
3019,1335,親,1990-01-01,3215300,女性
3020,3207,親,1990-01-01,3211700,女性
3021,3829,親,1990-01-01,3145300,女性
3022,1435,親,1990-01-01,3934600,女性
3023,3933,親,1990-01-01,3572100,女性
3024,4202,親,1990-01-01,2661900,女性
3025,3847,親,1990-01-01,3618800,女性
3026,3358,親,1989-01-01,2871200,女性
3027,3247,親,1989-01-01,3346600,女性
3028,4009,親,1989-01-01,3160900,女性
3029,3995,親,1989-01-01,2649300,女性
3030,1406,親,1989-01-01,6497800,女性
3031,3187,親,1989-01-01,2628400,女性
3032,4393,親,1989-01-01,3515100,女性
3033,3925,親,1989-01-01,3495800,女性
3034,1356,親,1989-01-01,4815200,女性
3035,1678,親,1989-01-01,3151400,女性
3036,3144,親,1989-01-01,3838100,女性
3037,2888,親,1989-01-01,5172200,女性
3038,4060,親,1989-01-01,3011000,女性
3039,1057,親,1989-01-01,2464400,女性
3040,3356,親,1989-01-01,2829500,女性
3041,1040,親,1989-01-01,5378900,女性
3042,3481,親,1989-01-01,4232500,女性
3043,4077,親,1989-01-01,4493000,女性
3044,1095,親,1989-01-01,2870200,女性
3045,3987,親,1989-01-01,3316400,女性
3046,3657,親,1989-01-01,3824000,女性
3047,3648,親,1989-01-01,2875900,女性
3048,4252,親,1989-01-01,3171100,女性
3049,4548,親,1989-01-01,2631100,女性
3050,2863,親,1989-01-01,3214400,女性
3051,3494,親,1989-01-01,4801600,女性
3052,1427,親,1989-01-01,3269400,女性
3053,3211,親,1989-01-01,3281900,女性
3054,3789,親,1989-01-01,3371200,女性
3055,4474,親,1989-01-01,4304700,女性
3056,3039,親,1989-01-01,3474600,女性
3057,4309,親,1989-01-01,4354100,女性
3058,3049,親,1989-01-01,4070100,女性
3059,3946,親,1989-01-01,2421200,女性
3060,3103,親,1989-01-01,2446800,女性
3061,4310,親,1989-01-01,2486800,女性
3062,4256,親,1989-01-01,4290700,女性
3063,1006,親,1989-01-01,1888800,女性
3064,2669,親,1988-01-01,3471700,女性
3065,1238,親,1988-01-01,3418900,女性
3066,3714,親,1988-01-01,4512600,女性
3067,1247,親,1988-01-01,2495800,女性
3068,4375,親,1988-01-01,3000600,女性
3069,934,親,1988-01-01,3559700,女性
3070,4023,親,1988-01-01,5100600,女性
3071,3708,親,1988-01-01,4788500,女性
3072,1334,親,1988-01-01,4045400,女性
3073,4295,親,1988-01-01,3640200,女性
3074,4164,親,1988-01-01,2542800,女性
3075,4331,親,1988-01-01,2718300,女性
3076,2621,親,1988-01-01,2349800,女性
3077,3351,親,1988-01-01,3315400,女性
3078,1332,親,1988-01-01,5219000,女性
3079,2611,親,1988-01-01,1667300,女性
3080,3280,親,1988-01-01,3324100,女性
3081,3290,親,1988-01-01,3556200,女性
3082,4416,親,1988-01-01,3259900,女性
3083,1589,親,1988-01-01,2112800,女性
3084,3827,親,1988-01-01,3032000,女性
3085,3087,親,1988-01-01,3170600,女性
3086,2675,親,1988-01-01,3970700,女性
3087,2823,親,1988-01-01,3570000,女性
3088,3794,親,1988-01-01,4897500,女性
3089,2993,親,1988-01-01,3611500,女性
3090,4015,親,1988-01-01,6180000,女性
3091,2905,親,1988-01-01,5182400,女性
3092,3217,親,1988-01-01,3876000,女性
3093,868,親,1988-01-01,2719100,女性
3094,3527,親,1988-01-01,4619300,女性
3095,1458,親,1988-01-01,4000600,女性
3096,1153,親,1988-01-01,3150800,女性
3097,4268,親,1988-01-01,2888800,女性
3098,4384,親,1988-01-01,2996200,女性
3099,3439,親,1987-01-01,3663000,女性
3100,3414,親,1987-01-01,4449600,女性
3101,3237,親,1987-01-01,2333400,女性
3102,3606,親,1987-01-01,3821400,女性
3103,3668,親,1987-01-01,2471700,女性
3104,4056,親,1987-01-01,3614400,女性
3105,4066,親,1987-01-01,3308300,女性
3106,1760,親,1987-01-01,3866300,女性
3107,4209,親,1987-01-01,2721300,女性
3108,1018,親,1987-01-01,3261100,女性
3109,1430,親,1987-01-01,3149200,女性
3110,1114,親,1987-01-01,1918900,女性
3111,4220,親,1987-01-01,3474200,女性
3112,968,親,1987-01-01,4351200,女性
3113,1509,親,1987-01-01,3677800,女性
3114,3327,親,1987-01-01,6559100,女性
3115,3528,親,1987-01-01,3473500,女性
3116,3841,親,1987-01-01,2914900,女性
3117,4050,親,1987-01-01,2993300,女性
3118,1256,親,1987-01-01,3330700,女性
3119,3953,親,1987-01-01,2755300,女性
3120,4036,親,1987-01-01,3820600,女性
3121,1145,親,1987-01-01,5384400,女性
3122,2883,親,1987-01-01,2787800,女性
3123,3166,親,1987-01-01,2639000,女性
3124,1662,親,1987-01-01,3450800,女性
3125,3898,親,1987-01-01,2645200,女性
3126,4133,親,1987-01-01,3005000,女性
3127,3064,親,1987-01-01,4299400,女性
3128,2802,親,1987-01-01,4603500,女性
3129,3425,親,1987-01-01,3259900,女性
3130,3374,親,1987-01-01,3540700,女性
3131,4118,親,1987-01-01,3690600,女性
3132,4101,親,1987-01-01,4102100,女性
3133,3612,親,1987-01-01,2953000,女性
3134,871,親,1987-01-01,3675700,女性
3135,3089,親,1987-01-01,4954300,女性
3136,3485,親,1986-01-01,2746000,女性
3137,2729,親,1986-01-01,3289000,女性
3138,4361,親,1986-01-01,4220300,女性
3139,3434,親,1986-01-01,3828300,女性
3140,3558,親,1986-01-01,1998100,女性
3141,3526,親,1986-01-01,4451500,女性
3142,3158,親,1986-01-01,3068300,女性
3143,4286,親,1986-01-01,3456500,女性
3144,3365,親,1986-01-01,3722600,女性
3145,1485,親,1986-01-01,3968300,女性
3146,1043,親,1986-01-01,3282200,女性
3147,2710,親,1986-01-01,2993700,女性
3148,1116,親,1986-01-01,2982900,女性
3149,3313,親,1986-01-01,3056500,女性
3150,1126,親,1986-01-01,2962600,女性
3151,4234,親,1986-01-01,2643800,女性
3152,2957,親,1986-01-01,3270800,女性
3153,3707,親,1986-01-01,3628700,女性
3154,3469,親,1986-01-01,2968500,女性
3155,3831,親,1986-01-01,3648800,女性
3156,3273,親,1986-01-01,3738700,女性
3157,3693,親,1986-01-01,3330400,女性
3158,4117,親,1986-01-01,2793800,女性
3159,4423,親,1986-01-01,2894100,女性
3160,1290,親,1986-01-01,3971000,女性
3161,3131,親,1986-01-01,3489700,女性
3162,1619,親,1986-01-01,2919800,女性
3163,3440,親,1986-01-01,3024300,女性
3164,1313,親,1986-01-01,4138800,女性
3165,3329,親,1986-01-01,4764400,女性
3166,4005,親,1986-01-01,3154700,女性
3167,4074,親,1986-01-01,3084900,女性
3168,3575,親,1986-01-01,2768700,女性
3169,3122,親,1986-01-01,3737000,女性
3170,3108,親,1986-01-01,4103200,女性
3171,3593,親,1986-01-01,3948000,女性
3172,3155,親,1985-01-01,3821700,女性
3173,3161,親,1985-01-01,2748600,女性
3174,3219,親,1985-01-01,3456200,女性
3175,1233,親,1985-01-01,3107200,女性
3176,3472,親,1985-01-01,2453400,女性
3177,2825,親,1985-01-01,3606900,女性
3178,4523,親,1985-01-01,3499900,女性
3179,3689,親,1985-01-01,4261400,女性
3180,1499,親,1985-01-01,2986800,女性
3181,3098,親,1985-01-01,3498000,女性
3182,3126,親,1985-01-01,3520600,女性
3183,4357,親,1985-01-01,3208200,女性
3184,3366,親,1985-01-01,3833400,女性
3185,3325,親,1985-01-01,2506200,女性
3186,4447,親,1985-01-01,3847200,女性
3187,848,親,1985-01-01,4404200,女性
3188,4475,親,1985-01-01,4521900,女性
3189,3078,親,1985-01-01,3604300,女性
3190,1341,親,1985-01-01,2270700,女性
3191,3116,親,1985-01-01,2865100,女性
3192,2700,親,1985-01-01,2403000,女性
3193,2943,親,1985-01-01,2676900,女性
3194,1677,親,1985-01-01,4789200,女性
3195,1699,親,1985-01-01,3581400,女性
3196,3405,親,1985-01-01,4596400,女性
3197,3781,親,1985-01-01,5311900,女性
3198,2676,親,1985-01-01,3669700,女性
3199,3679,親,1985-01-01,2673600,女性
3200,3043,親,1985-01-01,3235000,女性
3201,3625,親,1985-01-01,2103900,女性
3202,3630,親,1985-01-01,2702100,女性
3203,1671,親,1985-01-01,4507100,女性
3204,4085,親,1985-01-01,3011700,女性
3205,1142,親,1985-01-01,3303000,女性
3206,1706,親,1985-01-01,3199100,女性
3207,1570,親,1985-01-01,3365700,女性
3208,3487,親,1985-01-01,3418300,女性
3209,1505,親,1985-01-01,2351100,女性
3210,3052,親,1985-01-01,4238600,女性
3211,3263,親,1985-01-01,4541900,女性
3212,3596,親,1985-01-01,5052200,男性
3213,3438,親,1985-01-01,3650500,男性
3214,3524,親,1985-01-01,11275100,男性
3215,3642,親,1985-01-01,3992400,男性
3216,3242,親,1985-01-01,5084600,男性
3217,4566,親,1985-01-01,3225800,男性
3218,2943,親,1985-01-01,7877900,男性
3219,2918,親,1985-01-01,5292700,男性
3220,3783,親,1985-01-01,8600500,男性
3221,3552,親,1985-01-01,4334300,男性
3222,3628,親,1985-01-01,9771000,男性
