household_id,居住都道府県,居住市区町村
1069,神奈川県,横浜市
1070,神奈川県,横浜市
1071,神奈川県,横浜市
1072,神奈川県,横浜市
1073,神奈川県,横浜市
1074,神奈川県,横浜市
1075,神奈川県,横浜市
1076,神奈川県,横浜市
1077,神奈川県,横浜市
1078,神奈川県,横浜市
1079,神奈川県,横浜市
1080,神奈川県,横浜市
1081,神奈川県,横浜市
1082,神奈川県,横浜市
1083,神奈川県,横浜市
1084,神奈川県,横浜市
1085,神奈川県,横浜市
1086,神奈川県,横浜市
1087,神奈川県,横浜市
1088,神奈川県,横浜市
1089,神奈川県,横浜市
1090,神奈川県,横浜市
1091,神奈川県,横浜市
1092,神奈川県,横浜市
1093,神奈川県,横浜市
1094,神奈川県,横浜市
1095,神奈川県,横浜市
1096,神奈川県,横浜市
1097,神奈川県,横浜市
1098,神奈川県,横浜市
1099,神奈川県,横浜市
1100,神奈川県,横浜市
1101,神奈川県,横浜市
1102,神奈川県,横浜市
1103,神奈川県,横浜市
1104,神奈川県,横浜市
1105,神奈川県,横浜市
1106,神奈川県,横浜市
1107,神奈川県,横浜市
1108,神奈川県,横浜市
1109,神奈川県,横浜市
1110,神奈川県,横浜市
1111,神奈川県,横浜市
1112,神奈川県,横浜市
1113,神奈川県,横浜市
1114,神奈川県,横浜市
1115,神奈川県,横浜市
1116,神奈川県,横浜市
1117,神奈川県,横浜市
1118,神奈川県,横浜市
1119,神奈川県,横浜市
1120,神奈川県,横浜市
1121,神奈川県,横浜市
1122,神奈川県,横浜市
1123,神奈川県,横浜市
1124,神奈川県,横浜市
1125,神奈川県,横浜市
1126,神奈川県,横浜市
1127,神奈川県,横浜市
1128,神奈川県,横浜市
1129,神奈川県,横浜市
1130,神奈川県,横浜市
1131,神奈川県,横浜市
1132,神奈川県,横浜市
1133,神奈川県,横浜市
1134,神奈川県,横浜市
1135,神奈川県,横浜市
1136,神奈川県,横浜市
1137,神奈川県,横浜市
1138,神奈川県,横浜市
1139,神奈川県,横浜市
1140,神奈川県,横浜市
1141,神奈川県,横浜市
1142,神奈川県,横浜市
1143,神奈川県,横浜市
1144,神奈川県,横浜市
1145,神奈川県,横浜市
1146,神奈川県,横浜市
1147,神奈川県,横浜市
1148,神奈川県,横浜市
1149,神奈川県,横浜市
1150,神奈川県,横浜市
1151,神奈川県,横浜市
1152,神奈川県,横浜市
1153,神奈川県,横浜市
1154,神奈川県,横浜市
1155,神奈川県,横浜市
1156,神奈川県,横浜市
1157,神奈川県,横浜市
1158,神奈川県,横浜市
1159,神奈川県,横浜市
1160,神奈川県,横浜市
1161,神奈川県,横浜市
1162,神奈川県,横浜市
1163,神奈川県,横浜市
1164,神奈川県,横浜市
1165,神奈川県,横浜市
1166,神奈川県,横浜市
1167,神奈川県,横浜市
1168,神奈川県,横浜市
1169,神奈川県,横浜市
1170,神奈川県,横浜市
1171,神奈川県,横浜市
1172,神奈川県,横浜市
1173,神奈川県,横浜市
1174,神奈川県,横浜市
1175,神奈川県,横浜市
1176,神奈川県,横浜市
1177,神奈川県,横浜市
1178,神奈川県,横浜市
1179,神奈川県,横浜市
1180,神奈川県,横浜市
1181,神奈川県,横浜市
1182,神奈川県,横浜市
1183,神奈川県,横浜市
1184,神奈川県,横浜市
1185,神奈川県,横浜市
1186,神奈川県,横浜市
1187,神奈川県,横浜市
1188,神奈川県,横浜市
1189,神奈川県,横浜市
1190,神奈川県,横浜市
1191,神奈川県,横浜市
1192,神奈川県,横浜市
1193,神奈川県,横浜市
1194,神奈川県,横浜市
1195,神奈川県,横浜市
1196,神奈川県,横浜市
1197,神奈川県,横浜市
1198,神奈川県,横浜市
1199,神奈川県,横浜市
1200,神奈川県,横浜市
1201,神奈川県,横浜市
1202,神奈川県,横浜市
1203,神奈川県,横浜市
1204,神奈川県,横浜市
1205,神奈川県,横浜市
1206,神奈川県,横浜市
1207,神奈川県,横浜市
1208,神奈川県,横浜市
1209,神奈川県,横浜市
1210,神奈川県,横浜市
1211,神奈川県,横浜市
1212,神奈川県,横浜市
1213,神奈川県,横浜市
1214,神奈川県,横浜市
1215,神奈川県,横浜市
1216,神奈川県,横浜市
1217,神奈川県,横浜市
1218,神奈川県,横浜市
1219,神奈川県,横浜市
1220,神奈川県,横浜市
1221,神奈川県,横浜市
1222,神奈川県,横浜市
1223,神奈川県,横浜市
1224,神奈川県,横浜市
1225,神奈川県,横浜市
1226,神奈川県,横浜市
1227,神奈川県,横浜市
1228,神奈川県,横浜市
1229,神奈川県,横浜市
1230,神奈川県,横浜市
1231,神奈川県,横浜市
1232,神奈川県,横浜市
1233,神奈川県,横浜市
1234,神奈川県,横浜市
1235,神奈川県,横浜市
1236,神奈川県,横浜市
1237,神奈川県,横浜市
1238,神奈川県,横浜市
1239,神奈川県,横浜市
1240,神奈川県,横浜市
1241,神奈川県,横浜市
1242,神奈川県,横浜市
1243,神奈川県,横浜市
1244,神奈川県,横浜市
1245,神奈川県,横浜市
1246,神奈川県,横浜市
1247,神奈川県,横浜市
1248,神奈川県,横浜市
1249,神奈川県,横浜市
1250,神奈川県,横浜市
1251,神奈川県,横浜市
1252,神奈川県,横浜市
1253,神奈川県,横浜市
1254,神奈川県,横浜市
1255,神奈川県,横浜市
1256,神奈川県,横浜市
1257,神奈川県,横浜市
1258,神奈川県,横浜市
1259,神奈川県,横浜市
1260,神奈川県,横浜市
1261,神奈川県,横浜市
1262,神奈川県,横浜市
1263,神奈川県,横浜市
1264,神奈川県,横浜市
1265,神奈川県,横浜市
1266,神奈川県,横浜市
1267,神奈川県,横浜市
1268,神奈川県,横浜市
1269,神奈川県,横浜市
1270,神奈川県,横浜市
1271,神奈川県,横浜市
1272,神奈川県,横浜市
1273,神奈川県,横浜市
1274,神奈川県,横浜市
1275,神奈川県,横浜市
1276,神奈川県,横浜市
1277,神奈川県,横浜市
1278,神奈川県,横浜市
1279,神奈川県,横浜市
1280,神奈川県,横浜市
1281,神奈川県,横浜市
1282,神奈川県,横浜市
1283,神奈川県,横浜市
1284,神奈川県,横浜市
1285,神奈川県,横浜市
1286,神奈川県,横浜市
1287,神奈川県,横浜市
1288,神奈川県,横浜市
1289,神奈川県,横浜市
1290,神奈川県,横浜市
1291,神奈川県,横浜市
1292,神奈川県,横浜市
1293,神奈川県,横浜市
1294,神奈川県,横浜市
1295,神奈川県,横浜市
1296,神奈川県,横浜市
1297,神奈川県,横浜市
1298,神奈川県,横浜市
1299,神奈川県,横浜市
1300,神奈川県,横浜市
1301,神奈川県,横浜市
1302,神奈川県,横浜市
1303,神奈川県,横浜市
1304,神奈川県,横浜市
1305,神奈川県,横浜市
1306,神奈川県,横浜市
1307,神奈川県,横浜市
1308,神奈川県,横浜市
1309,神奈川県,横浜市
1310,神奈川県,横浜市
1311,神奈川県,横浜市
1312,神奈川県,横浜市
1313,神奈川県,横浜市
1314,神奈川県,横浜市
1315,神奈川県,横浜市
1316,神奈川県,横浜市
1317,神奈川県,横浜市
1318,神奈川県,横浜市
1319,神奈川県,横浜市
1320,神奈川県,横浜市
1321,神奈川県,横浜市
1322,神奈川県,横浜市
1323,神奈川県,横浜市
1324,神奈川県,横浜市
1325,神奈川県,横浜市
1326,神奈川県,横浜市
1327,神奈川県,横浜市
1328,神奈川県,横浜市
1329,神奈川県,横浜市
1330,神奈川県,横浜市
1331,神奈川県,横浜市
1332,神奈川県,横浜市
1333,神奈川県,横浜市
1334,神奈川県,横浜市
1335,神奈川県,横浜市
1336,神奈川県,横浜市
1337,神奈川県,横浜市
1338,神奈川県,横浜市
1339,神奈川県,横浜市
1340,神奈川県,横浜市
1341,神奈川県,横浜市
1342,神奈川県,横浜市
1343,神奈川県,横浜市
1344,神奈川県,横浜市
1345,神奈川県,横浜市
1346,神奈川県,横浜市
1347,神奈川県,横浜市
1348,神奈川県,横浜市
1349,神奈川県,横浜市
1350,神奈川県,横浜市
1351,神奈川県,横浜市
1352,神奈川県,横浜市
1353,神奈川県,横浜市
1354,神奈川県,横浜市
1355,神奈川県,横浜市
1356,神奈川県,横浜市
1357,神奈川県,横浜市
1358,神奈川県,横浜市
1359,神奈川県,横浜市
1360,神奈川県,横浜市
1361,神奈川県,横浜市
1362,神奈川県,横浜市
1363,神奈川県,横浜市
1364,神奈川県,横浜市
1365,神奈川県,横浜市
1366,神奈川県,横浜市
1367,神奈川県,横浜市
1368,神奈川県,横浜市
1369,神奈川県,横浜市
1370,神奈川県,横浜市
1371,神奈川県,横浜市
1372,神奈川県,横浜市
1373,神奈川県,横浜市
1374,神奈川県,横浜市
1375,神奈川県,横浜市
1376,神奈川県,横浜市
1377,神奈川県,横浜市
1378,神奈川県,横浜市
1379,神奈川県,横浜市
1380,神奈川県,横浜市
1381,神奈川県,横浜市
1382,神奈川県,横浜市
1383,神奈川県,横浜市
1384,神奈川県,横浜市
1385,神奈川県,横浜市
1386,神奈川県,横浜市
1387,神奈川県,横浜市
1388,神奈川県,横浜市
1389,神奈川県,横浜市
1390,神奈川県,横浜市
1391,神奈川県,横浜市
1392,神奈川県,横浜市
1393,神奈川県,横浜市
1394,神奈川県,横浜市
1395,神奈川県,横浜市
1396,神奈川県,横浜市
1397,神奈川県,横浜市
1398,神奈川県,横浜市
1399,神奈川県,横浜市
1400,神奈川県,横浜市
1401,神奈川県,横浜市
1402,神奈川県,横浜市
1403,神奈川県,横浜市
1404,神奈川県,横浜市
1405,神奈川県,横浜市
1406,神奈川県,横浜市
1407,神奈川県,横浜市
1408,神奈川県,横浜市
1409,神奈川県,横浜市
1410,神奈川県,横浜市
1411,神奈川県,横浜市
1412,神奈川県,横浜市
1413,神奈川県,横浜市
1414,神奈川県,横浜市
1415,神奈川県,横浜市
1416,神奈川県,横浜市
1417,神奈川県,横浜市
1418,神奈川県,横浜市
1419,神奈川県,横浜市
1420,神奈川県,横浜市
1421,神奈川県,横浜市
1422,神奈川県,横浜市
1423,神奈川県,横浜市
1424,神奈川県,横浜市
1425,神奈川県,横浜市
1426,神奈川県,横浜市
1427,神奈川県,横浜市
1428,神奈川県,横浜市
1429,神奈川県,横浜市
1430,神奈川県,横浜市
1431,神奈川県,横浜市
1432,神奈川県,横浜市
1433,神奈川県,横浜市
1434,神奈川県,横浜市
1435,神奈川県,横浜市
1436,神奈川県,横浜市
1437,神奈川県,横浜市
1438,神奈川県,横浜市
1439,神奈川県,横浜市
1440,神奈川県,横浜市
1441,神奈川県,横浜市
1442,神奈川県,横浜市
1443,神奈川県,横浜市
1444,神奈川県,横浜市
1445,神奈川県,横浜市
1446,神奈川県,横浜市
1447,神奈川県,横浜市
1448,神奈川県,横浜市
1449,神奈川県,横浜市
1450,神奈川県,横浜市
1451,神奈川県,横浜市
1452,神奈川県,横浜市
1453,神奈川県,横浜市
1454,神奈川県,横浜市
1455,神奈川県,横浜市
1456,神奈川県,横浜市
1457,神奈川県,横浜市
1458,神奈川県,横浜市
1459,神奈川県,横浜市
1460,神奈川県,横浜市
1461,神奈川県,横浜市
1462,神奈川県,横浜市
1463,神奈川県,横浜市
1464,神奈川県,横浜市
1465,神奈川県,横浜市
1466,神奈川県,横浜市
1467,神奈川県,横浜市
1468,神奈川県,横浜市
1469,神奈川県,横浜市
1470,神奈川県,横浜市
1471,神奈川県,横浜市
1472,神奈川県,横浜市
1473,神奈川県,横浜市
1474,神奈川県,横浜市
1475,神奈川県,横浜市
1476,神奈川県,横浜市
1477,神奈川県,横浜市
1478,神奈川県,横浜市
1479,神奈川県,横浜市
1480,神奈川県,横浜市
1481,神奈川県,横浜市
1482,神奈川県,横浜市
1483,神奈川県,横浜市
1484,神奈川県,横浜市
1485,神奈川県,横浜市
1486,神奈川県,横浜市
1487,神奈川県,横浜市
1488,神奈川県,横浜市
1489,神奈川県,横浜市
1490,神奈川県,横浜市
1491,神奈川県,横浜市
1492,神奈川県,横浜市
1493,神奈川県,横浜市
1494,神奈川県,横浜市
1495,神奈川県,横浜市
1496,神奈川県,横浜市
1497,神奈川県,横浜市
1498,神奈川県,横浜市
1499,神奈川県,横浜市
1500,神奈川県,横浜市
1501,神奈川県,横浜市
1502,神奈川県,横浜市
1503,神奈川県,横浜市
1504,神奈川県,横浜市
1505,神奈川県,横浜市
1506,神奈川県,横浜市
1507,神奈川県,横浜市
1508,神奈川県,横浜市
1509,神奈川県,横浜市
1510,神奈川県,横浜市
1511,神奈川県,横浜市
1512,神奈川県,横浜市
1513,神奈川県,横浜市
1514,神奈川県,横浜市
1515,神奈川県,横浜市
1516,神奈川県,横浜市
1517,神奈川県,横浜市
1518,神奈川県,横浜市
1519,神奈川県,横浜市
1520,神奈川県,横浜市
1521,神奈川県,横浜市
1522,神奈川県,横浜市
1523,神奈川県,横浜市
1524,神奈川県,横浜市
1525,神奈川県,横浜市
1526,神奈川県,横浜市
1527,神奈川県,横浜市
1528,神奈川県,横浜市
1529,神奈川県,横浜市
1530,神奈川県,横浜市
1531,神奈川県,横浜市
1532,神奈川県,横浜市
1533,神奈川県,横浜市
1534,神奈川県,横浜市
1535,神奈川県,横浜市
1536,神奈川県,横浜市
1537,神奈川県,横浜市
1538,神奈川県,横浜市
1539,神奈川県,横浜市
1540,神奈川県,横浜市
1541,神奈川県,横浜市
1542,神奈川県,横浜市
1543,神奈川県,横浜市
1544,神奈川県,横浜市
1545,神奈川県,横浜市
1546,神奈川県,横浜市
1547,神奈川県,横浜市
1548,神奈川県,横浜市
1549,神奈川県,横浜市
1550,神奈川県,横浜市
1551,神奈川県,横浜市
1552,神奈川県,横浜市
1553,神奈川県,横浜市
1554,神奈川県,横浜市
1555,神奈川県,横浜市
1556,神奈川県,横浜市
1557,神奈川県,横浜市
1558,神奈川県,横浜市
1559,神奈川県,横浜市
1560,神奈川県,横浜市
1561,神奈川県,横浜市
1562,神奈川県,横浜市
1563,神奈川県,横浜市
1564,神奈川県,横浜市
1565,神奈川県,横浜市
1566,神奈川県,横浜市
1567,神奈川県,横浜市
1568,神奈川県,横浜市
1569,神奈川県,横浜市
1570,神奈川県,横浜市
1571,神奈川県,横浜市
1572,神奈川県,横浜市
1573,神奈川県,横浜市
1574,神奈川県,横浜市
1575,神奈川県,横浜市
1576,神奈川県,横浜市
1577,神奈川県,横浜市
1578,神奈川県,横浜市
1579,神奈川県,横浜市
1580,神奈川県,横浜市
1581,神奈川県,横浜市
1582,神奈川県,横浜市
1583,神奈川県,横浜市
1584,神奈川県,横浜市
1585,神奈川県,横浜市
1586,神奈川県,横浜市
1587,神奈川県,横浜市
1588,神奈川県,横浜市
1589,神奈川県,横浜市
1590,神奈川県,横浜市
1591,神奈川県,横浜市
1592,神奈川県,横浜市
1593,神奈川県,横浜市
1594,神奈川県,横浜市
1595,神奈川県,横浜市
1596,神奈川県,横浜市
1597,神奈川県,横浜市
1598,神奈川県,横浜市
1599,神奈川県,横浜市
1600,神奈川県,横浜市
1601,神奈川県,横浜市
1602,神奈川県,横浜市
1603,神奈川県,横浜市
1604,神奈川県,横浜市
1605,神奈川県,横浜市
1606,神奈川県,横浜市
1607,神奈川県,横浜市
1608,神奈川県,横浜市
1609,神奈川県,横浜市
1610,神奈川県,横浜市
1611,神奈川県,横浜市
1612,神奈川県,横浜市
1613,神奈川県,横浜市
1614,神奈川県,横浜市
1615,神奈川県,横浜市
1616,神奈川県,横浜市
1617,神奈川県,横浜市
1618,神奈川県,横浜市
1619,神奈川県,横浜市
1620,神奈川県,横浜市
1621,神奈川県,横浜市
1622,神奈川県,横浜市
1623,神奈川県,横浜市
1624,神奈川県,横浜市
1625,神奈川県,横浜市
1626,神奈川県,横浜市
1627,神奈川県,横浜市
1628,神奈川県,横浜市
1629,神奈川県,横浜市
1630,神奈川県,横浜市
1631,神奈川県,横浜市
1632,神奈川県,横浜市
1633,神奈川県,横浜市
1634,神奈川県,横浜市
1635,神奈川県,横浜市
1636,神奈川県,横浜市
1637,神奈川県,横浜市
1638,神奈川県,横浜市
1639,神奈川県,横浜市
1640,神奈川県,横浜市
1641,神奈川県,横浜市
1642,神奈川県,横浜市
1643,神奈川県,横浜市
1644,神奈川県,横浜市
1645,神奈川県,横浜市
1646,神奈川県,横浜市
1647,神奈川県,横浜市
1648,神奈川県,横浜市
1649,神奈川県,横浜市
1650,神奈川県,横浜市
1651,神奈川県,横浜市
1652,神奈川県,横浜市
1653,神奈川県,横浜市
1654,神奈川県,横浜市
1655,神奈川県,横浜市
1656,神奈川県,横浜市
1657,神奈川県,横浜市
1658,神奈川県,横浜市
1659,神奈川県,横浜市
1660,神奈川県,横浜市
1661,神奈川県,横浜市
1662,神奈川県,横浜市
1663,神奈川県,横浜市
1664,神奈川県,横浜市
1665,神奈川県,横浜市
1666,神奈川県,横浜市
1667,神奈川県,横浜市
1668,神奈川県,横浜市
1669,神奈川県,横浜市
1670,神奈川県,横浜市
1671,神奈川県,横浜市
1672,神奈川県,横浜市
1673,神奈川県,横浜市
1674,神奈川県,横浜市
1675,神奈川県,横浜市
1676,神奈川県,横浜市
1677,神奈川県,横浜市
1678,神奈川県,横浜市
1679,神奈川県,横浜市
1680,神奈川県,横浜市
1681,神奈川県,横浜市
1682,神奈川県,横浜市
1683,神奈川県,横浜市
1684,神奈川県,横浜市
1685,神奈川県,横浜市
1686,神奈川県,横浜市
1687,神奈川県,横浜市
1688,神奈川県,横浜市
1689,神奈川県,横浜市
1690,神奈川県,横浜市
1691,神奈川県,横浜市
1692,神奈川県,横浜市
1693,神奈川県,横浜市
1694,神奈川県,横浜市
1695,神奈川県,横浜市
1696,神奈川県,横浜市
1697,神奈川県,横浜市
1698,神奈川県,横浜市
1699,神奈川県,横浜市
1700,神奈川県,横浜市
1701,神奈川県,横浜市
1702,神奈川県,横浜市
1703,神奈川県,横浜市
1704,神奈川県,横浜市
1705,神奈川県,横浜市
1706,神奈川県,横浜市
1707,神奈川県,横浜市
1708,神奈川県,横浜市
1709,神奈川県,横浜市
1710,神奈川県,横浜市
1711,神奈川県,横浜市
1712,神奈川県,横浜市
1713,神奈川県,横浜市
1714,神奈川県,横浜市
1715,神奈川県,横浜市
1716,神奈川県,横浜市
1717,神奈川県,横浜市
1718,神奈川県,横浜市
1719,神奈川県,横浜市
1720,神奈川県,横浜市
1721,神奈川県,横浜市
1722,神奈川県,横浜市
1723,神奈川県,横浜市
1724,神奈川県,横浜市
1725,神奈川県,横浜市
1726,神奈川県,横浜市
1727,神奈川県,横浜市
1728,神奈川県,横浜市
1729,神奈川県,横浜市
1730,神奈川県,横浜市
1731,神奈川県,横浜市
1732,神奈川県,横浜市
1733,神奈川県,横浜市
1734,神奈川県,横浜市
1735,神奈川県,横浜市
1736,神奈川県,横浜市
1737,神奈川県,横浜市
1738,神奈川県,横浜市
1739,神奈川県,横浜市
1740,神奈川県,横浜市
1741,神奈川県,横浜市
1742,神奈川県,横浜市
1743,神奈川県,横浜市
1744,神奈川県,横浜市
1745,神奈川県,横浜市
1746,神奈川県,横浜市
1747,神奈川県,横浜市
1748,神奈川県,横浜市
1749,神奈川県,横浜市
1750,神奈川県,横浜市
1751,神奈川県,横浜市
1752,神奈川県,横浜市
1753,神奈川県,横浜市
1754,神奈川県,横浜市
1755,神奈川県,横浜市
1756,神奈川県,横浜市
1757,神奈川県,横浜市
1758,神奈川県,横浜市
1759,神奈川県,横浜市
1760,神奈川県,横浜市
1761,神奈川県,横浜市
1762,神奈川県,横浜市
1763,神奈川県,横浜市
1764,神奈川県,横浜市
1765,神奈川県,横浜市
1766,神奈川県,横浜市
1767,神奈川県,横浜市
1768,神奈川県,横浜市
1769,神奈川県,横浜市
1770,神奈川県,横浜市
1771,神奈川県,横浜市
1772,神奈川県,横浜市
1773,神奈川県,横浜市
1774,神奈川県,横浜市
1775,神奈川県,横浜市
1776,神奈川県,横浜市
1777,神奈川県,横浜市
1778,神奈川県,横浜市
1779,神奈川県,横浜市
1780,神奈川県,横浜市
1781,神奈川県,横浜市
1782,神奈川県,横浜市
1783,神奈川県,横浜市
1784,神奈川県,横浜市
1785,神奈川県,横浜市
1786,神奈川県,横浜市
1787,神奈川県,横浜市
1788,神奈川県,横浜市
1789,神奈川県,横浜市
1790,神奈川県,横浜市
1791,神奈川県,横浜市
1792,神奈川県,横浜市
1793,神奈川県,横浜市
1794,神奈川県,横浜市
1795,神奈川県,横浜市
1796,神奈川県,横浜市
1797,神奈川県,横浜市
1798,神奈川県,横浜市
1799,神奈川県,横浜市
1800,神奈川県,横浜市
1801,神奈川県,横浜市
1802,神奈川県,横浜市
1803,神奈川県,横浜市
1804,神奈川県,横浜市
1805,神奈川県,横浜市
1806,神奈川県,横浜市
1807,神奈川県,横浜市
1808,神奈川県,横浜市
1809,神奈川県,横浜市
1810,神奈川県,横浜市
1811,神奈川県,横浜市
1812,神奈川県,横浜市
1813,神奈川県,横浜市
1814,神奈川県,横浜市
1815,神奈川県,横浜市
1816,神奈川県,横浜市
1817,神奈川県,横浜市
1818,神奈川県,横浜市
1819,神奈川県,横浜市
1820,神奈川県,横浜市
1821,神奈川県,横浜市
1822,神奈川県,横浜市
1823,神奈川県,横浜市
1824,神奈川県,横浜市
1825,神奈川県,横浜市
1826,神奈川県,横浜市
1827,神奈川県,横浜市
1828,神奈川県,横浜市
1829,神奈川県,横浜市
1830,神奈川県,横浜市
1831,神奈川県,横浜市
1832,神奈川県,横浜市
1833,神奈川県,横浜市
1834,神奈川県,横浜市
1835,神奈川県,横浜市
1836,神奈川県,横浜市
1837,神奈川県,横浜市
1838,神奈川県,横浜市
1839,神奈川県,横浜市
1840,神奈川県,横浜市
1841,神奈川県,横浜市
1842,神奈川県,横浜市
1843,神奈川県,横浜市
1844,神奈川県,横浜市
1845,神奈川県,横浜市
1846,神奈川県,横浜市
1847,神奈川県,横浜市
1848,神奈川県,横浜市
1849,神奈川県,横浜市
1850,神奈川県,横浜市
1851,神奈川県,横浜市
1852,神奈川県,横浜市
1853,神奈川県,横浜市
1854,神奈川県,横浜市
1855,神奈川県,横浜市
1856,神奈川県,横浜市
1857,神奈川県,横浜市
1858,神奈川県,横浜市
1859,神奈川県,横浜市
1860,神奈川県,横浜市
1861,神奈川県,横浜市
1862,神奈川県,横浜市
1863,神奈川県,横浜市
1864,神奈川県,横浜市
1865,神奈川県,横浜市
1866,神奈川県,横浜市
1867,神奈川県,横浜市
1868,神奈川県,横浜市
1869,神奈川県,横浜市
1870,神奈川県,横浜市
1871,神奈川県,横浜市
1872,神奈川県,横浜市
1873,神奈川県,横浜市
1874,神奈川県,横浜市
1875,神奈川県,横浜市
1876,神奈川県,横浜市
1877,神奈川県,横浜市
1878,神奈川県,横浜市
1879,神奈川県,横浜市
1880,神奈川県,横浜市
1881,神奈川県,横浜市
1882,神奈川県,横浜市
1883,神奈川県,横浜市
1884,神奈川県,横浜市
1885,神奈川県,横浜市
1886,神奈川県,横浜市
1887,神奈川県,横浜市
1888,神奈川県,横浜市
1889,神奈川県,横浜市
1890,神奈川県,横浜市
1891,神奈川県,横浜市
1892,神奈川県,横浜市
1893,神奈川県,横浜市
1894,神奈川県,横浜市
1895,神奈川県,横浜市
1896,神奈川県,横浜市
1897,神奈川県,横浜市
1898,神奈川県,横浜市
1899,神奈川県,横浜市
1900,神奈川県,横浜市
1901,神奈川県,横浜市
1902,神奈川県,横浜市
1903,神奈川県,横浜市
1904,神奈川県,横浜市
1905,神奈川県,横浜市
1906,神奈川県,横浜市
1907,神奈川県,横浜市
1908,神奈川県,横浜市
1909,神奈川県,横浜市
1910,神奈川県,横浜市
1911,神奈川県,横浜市
1912,神奈川県,横浜市
1913,神奈川県,横浜市
1914,神奈川県,横浜市
1915,神奈川県,横浜市
1916,神奈川県,横浜市
1917,神奈川県,横浜市
1918,神奈川県,横浜市
1919,神奈川県,横浜市
1920,神奈川県,横浜市
1921,神奈川県,横浜市
1922,神奈川県,横浜市
1923,神奈川県,横浜市
1924,神奈川県,横浜市
1925,神奈川県,横浜市
1926,神奈川県,横浜市
1927,神奈川県,横浜市
1928,神奈川県,横浜市
1929,神奈川県,横浜市
1930,神奈川県,横浜市
1931,神奈川県,横浜市
1932,神奈川県,横浜市
1933,神奈川県,横浜市
1934,神奈川県,横浜市
1935,神奈川県,横浜市
1936,神奈川県,横浜市
1937,神奈川県,横浜市
1938,神奈川県,横浜市
1939,神奈川県,横浜市
1940,神奈川県,横浜市
1941,神奈川県,横浜市
1942,神奈川県,横浜市
1943,神奈川県,横浜市
1944,神奈川県,横浜市
1945,神奈川県,横浜市
1946,神奈川県,横浜市
1947,神奈川県,横浜市
1948,神奈川県,横浜市
1949,神奈川県,横浜市
1950,神奈川県,横浜市
1951,神奈川県,横浜市
1952,神奈川県,横浜市
1953,神奈川県,横浜市
1954,神奈川県,横浜市
1955,神奈川県,横浜市
1956,神奈川県,横浜市
1957,神奈川県,横浜市
1958,神奈川県,横浜市
1959,神奈川県,横浜市
1960,神奈川県,横浜市
1961,神奈川県,横浜市
1962,神奈川県,横浜市
1963,神奈川県,横浜市
1964,神奈川県,横浜市
1965,神奈川県,横浜市
1966,神奈川県,横浜市
1967,神奈川県,横浜市
1968,神奈川県,横浜市
1969,神奈川県,横浜市
1970,神奈川県,横浜市
1971,神奈川県,横浜市
1972,神奈川県,横浜市
1973,神奈川県,横浜市
1974,神奈川県,横浜市
1975,神奈川県,横浜市
1976,神奈川県,横浜市
1977,神奈川県,横浜市
1978,神奈川県,横浜市
1979,神奈川県,横浜市
1980,神奈川県,横浜市
1981,神奈川県,横浜市
1982,神奈川県,横浜市
1983,神奈川県,横浜市
1984,神奈川県,横浜市
1985,神奈川県,横浜市
1986,神奈川県,横浜市
1987,神奈川県,横浜市
1988,神奈川県,横浜市
1989,神奈川県,横浜市
1990,神奈川県,横浜市
1991,神奈川県,横浜市
1992,神奈川県,横浜市
1993,神奈川県,横浜市
1994,神奈川県,横浜市
1995,神奈川県,横浜市
1996,神奈川県,横浜市
1997,神奈川県,横浜市
1998,神奈川県,横浜市
1999,神奈川県,横浜市
2000,神奈川県,横浜市
2001,神奈川県,横浜市
2002,神奈川県,横浜市
2003,神奈川県,横浜市
2004,神奈川県,横浜市
2005,神奈川県,横浜市
2006,神奈川県,横浜市
2007,神奈川県,横浜市
2008,神奈川県,横浜市
2009,神奈川県,横浜市
2010,神奈川県,横浜市
2011,神奈川県,横浜市
2012,神奈川県,横浜市
2013,神奈川県,横浜市
2014,神奈川県,横浜市
2015,神奈川県,横浜市
2016,神奈川県,横浜市
2017,神奈川県,横浜市
2018,神奈川県,横浜市
2019,神奈川県,横浜市
2020,神奈川県,横浜市
2021,神奈川県,横浜市
2022,神奈川県,横浜市
2023,神奈川県,横浜市
2024,神奈川県,横浜市
2025,神奈川県,横浜市
2026,神奈川県,横浜市
2027,神奈川県,横浜市
2028,神奈川県,横浜市
2029,神奈川県,横浜市
2030,神奈川県,横浜市
2031,神奈川県,横浜市
2032,神奈川県,横浜市
2033,神奈川県,横浜市
2034,神奈川県,横浜市
2035,神奈川県,横浜市
2036,神奈川県,横浜市
2037,神奈川県,横浜市
2038,神奈川県,横浜市
2039,神奈川県,横浜市
2040,神奈川県,横浜市
2041,神奈川県,横浜市
2042,神奈川県,横浜市
2043,神奈川県,横浜市
2044,神奈川県,横浜市
2045,神奈川県,横浜市
2046,神奈川県,横浜市
2047,神奈川県,横浜市
2048,神奈川県,横浜市
2049,神奈川県,横浜市
2050,神奈川県,横浜市
2051,神奈川県,横浜市
2052,神奈川県,横浜市
2053,神奈川県,横浜市
2054,神奈川県,横浜市
2055,神奈川県,横浜市
2056,神奈川県,横浜市
2057,神奈川県,横浜市
2058,神奈川県,横浜市
2059,神奈川県,横浜市
2060,神奈川県,横浜市
2061,神奈川県,横浜市
2062,神奈川県,横浜市
2063,神奈川県,横浜市
2064,神奈川県,横浜市
2065,神奈川県,横浜市
2066,神奈川県,横浜市
